match_id,player_id,match_date,venue,match_type,opposition,runs_scored,balls_faced,fours,sixes,not_out,dismissal,overs_bowled,runs_conceded,wickets_taken,maidens,dots,catches,run_outs,stumpings,team_win,player_of_match
2628,83,2022-08-22,Auckland,T20,Pakistan,77,53,21,10,0,caught,0.0,0,0,0,0,0,0,0,0,0
2629,36,2022-08-22,Auckland,T20,India,68,49,16,11,0,caught,0.0,0,0,0,0,1,0,0,1,0
2630,11,2022-08-22,Auckland,T20,South Africa,144,113,37,26,0,lbw,0.0,0,0,0,0,0,0,0,0,0
2631,79,2022-08-22,Auckland,T20,New Zealand,165,122,42,25,0,caught,0.0,0,0,0,0,0,0,1,0,0
2632,3,2022-08-22,Auckland,T20,India,24,23,5,2,0,bowled,0.0,0,0,0,0,0,0,0,0,0
2633,66,2022-08-22,Auckland,T20,Pakistan,0,0,0,0,0,,7.4,32,1,1,17,1,0,0,0,0
2634,58,2022-08-22,Auckland,T20,South Africa,142,80,35,22,1,,0.0,0,0,0,0,2,0,0,1,0
2635,86,2022-08-22,Auckland,T20,Australia,184,112,47,28,0,caught,0.0,0,0,0,0,2,0,0,0,0
2636,91,2022-08-22,Auckland,T20,Bangladesh,0,0,0,0,0,,3.1,17,2,0,7,1,0,0,0,0
2637,65,2022-08-22,Auckland,T20,Bangladesh,144,120,37,26,0,lbw,0.0,0,0,0,0,1,0,0,0,0
2638,56,2022-08-22,Auckland,T20,Afghanistan,69,56,15,11,0,bowled,0.0,0,0,0,0,1,0,0,0,0
2639,43,2022-08-22,Auckland,T20,India,178,113,44,27,0,bowled,0.0,0,0,0,0,1,0,0,1,0
2640,28,2022-08-22,Auckland,T20,India,135,110,31,20,0,caught,0.0,0,0,0,0,0,0,0,1,0
2641,81,2021-02-20,Mumbai,Test,Sri Lanka,67,53,15,9,1,,0.0,0,0,0,0,0,0,0,1,0
2642,70,2021-02-20,Mumbai,Test,Afghanistan,101,77,26,17,0,bowled,0.0,0,0,0,0,0,0,0,0,0
2643,5,2021-02-20,Mumbai,Test,Sri Lanka,0,0,0,0,0,,5.7,68,2,0,13,0,0,0,1,0
2644,67,2021-02-20,Mumbai,Test,India,125,102,33,19,0,caught,6.4,30,2,1,21,0,0,0,1,0
2645,82,2021-02-20,Mumbai,Test,New Zealand,122,85,30,20,0,run out,0.0,0,0,0,0,0,0,0,0,0
2646,9,2021-02-20,Mumbai,Test,Sri Lanka,130,115,34,23,0,caught,0.0,0,0,0,0,1,0,0,1,0
2647,59,2021-02-20,Mumbai,Test,England,115,77,30,19,1,,0.0,0,0,0,0,0,0,0,0,0
2648,21,2021-02-20,Mumbai,Test,South Africa,134,80,31,21,0,run out,0.0,0,0,0,0,1,0,0,0,0
2649,52,2021-02-20,Mumbai,Test,India,195,147,47,32,1,,6.4,57,5,0,15,1,0,0,0,0
2650,20,2021-02-20,Mumbai,Test,Pakistan,80,65,19,11,0,bowled,0.0,0,0,0,0,1,0,0,0,0
2651,68,2021-02-20,Mumbai,Test,India,0,0,0,0,0,,7.7,75,1,0,22,0,0,0,0,0
2652,22,2021-02-20,Mumbai,Test,Sri Lanka,220,145,55,35,0,lbw,5.2,42,0,0,14,2,0,0,1,0
2653,77,2021-02-20,Mumbai,Test,India,0,0,0,0,0,,9.7,66,3,0,26,3,0,0,0,0
2654,54,2021-02-20,Mumbai,Test,New Zealand,0,0,0,0,0,,3.4,33,1,0,6,0,0,0,0,0
2655,71,2021-02-20,Mumbai,Test,Australia,0,0,0,0,0,,7.8,40,2,0,23,1,0,0,0,0
2656,23,2021-02-20,Mumbai,Test,England,196,114,51,33,0,run out,0.0,0,0,0,0,0,0,0,0,0
2657,84,2021-02-20,Mumbai,Test,India,0,0,0,0,0,,4.1,40,2,0,12,0,0,0,0,0
2658,38,2021-02-20,Mumbai,Test,Sri Lanka,95,79,21,17,0,run out,0.0,0,0,0,0,1,0,1,1,0
2659,39,2021-02-20,Mumbai,Test,West Indies,91,101,21,15,0,caught,0.0,0,0,0,0,0,0,1,1,0
2660,90,2021-02-20,Mumbai,Test,Sri Lanka,36,41,9,7,0,caught,0.0,0,0,0,0,0,1,0,1,0
2661,42,2021-02-20,Mumbai,Test,Afghanistan,108,89,29,20,0,caught,0.0,0,0,0,0,3,0,0,0,0
2662,4,2021-02-20,Mumbai,Test,Afghanistan,0,0,0,0,0,,2.1,13,0,0,4,0,0,0,1,0
2663,42,2023-01-27,Chennai,T20,Bangladesh,202,107,50,32,0,lbw,0.0,0,0,0,0,0,0,0,1,0
2664,97,2023-01-27,Chennai,T20,Australia,74,53,19,12,0,caught,2.5,23,5,0,7,1,0,0,1,1
2665,71,2023-01-27,Chennai,T20,Sri Lanka,0,0,0,0,0,,7.5,57,0,0,14,1,0,0,1,0
2666,95,2023-01-27,Chennai,T20,India,87,61,23,14,0,bowled,0.0,0,0,0,0,1,0,0,0,0
2667,62,2023-01-27,Chennai,T20,Afghanistan,43,52,9,7,0,caught,0.0,0,0,0,0,2,0,0,1,0
2668,52,2023-01-27,Chennai,T20,Pakistan,139,85,34,21,0,run out,6.8,69,2,0,21,0,0,0,0,0
2669,72,2023-01-27,Chennai,T20,India,139,76,35,22,1,,0.0,0,0,0,0,0,0,0,0,0
2670,66,2023-01-27,Chennai,T20,India,0,0,0,0,0,,3.5,16,3,0,12,1,0,0,0,0
2671,60,2023-01-27,Chennai,T20,Afghanistan,130,70,30,22,0,bowled,9.7,47,6,1,25,0,0,0,1,0
2672,91,2023-01-27,Chennai,T20,Bangladesh,0,0,0,0,0,,4.0,42,2,0,13,1,0,0,1,0
2673,64,2023-01-27,Chennai,T20,England,133,72,31,23,0,bowled,0.0,0,0,0,0,0,0,0,0,0
2674,58,2023-01-27,Chennai,T20,Bangladesh,139,124,32,21,0,caught,0.0,0,0,0,0,0,0,1,0,0
2675,79,2023-01-27,Chennai,T20,Sri Lanka,120,119,32,18,0,lbw,0.0,0,0,0,0,0,0,1,1,0
2676,24,2023-01-27,Chennai,T20,Australia,0,0,0,0,0,,4.1,18,2,1,12,0,0,0,0,0
2677,48,2023-01-27,Chennai,T20,England,109,58,25,20,0,run out,0.0,0,0,0,0,0,1,1,1,0
2678,56,2023-01-27,Chennai,T20,England,0,3,0,2,1,,0.0,0,0,0,0,0,0,0,0,0
2679,2,2023-01-27,Chennai,T20,Afghanistan,0,0,0,0,0,,4.9,19,3,1,11,1,0,0,1,0
2680,39,2023-01-27,Chennai,T20,England,61,46,13,10,0,caught,0.0,0,0,0,0,0,0,1,1,0
2681,16,2023-01-27,Chennai,T20,Sri Lanka,0,0,0,0,0,,7.7,46,2,0,19,2,0,0,0,0
2682,32,2023-01-27,Chennai,T20,England,76,92,19,11,0,run out,0.0,0,0,0,0,0,0,0,0,0
2683,33,2023-01-27,Chennai,T20,India,0,0,0,0,0,,8.2,64,1,0,23,1,0,0,1,0
2684,68,2023-01-27,Chennai,T20,Afghanistan,0,0,0,0,0,,3.8,32,2,0,12,0,0,0,1,0
2685,5,2020-05-26,London,Test,Pakistan,0,0,0,0,0,,4.0,19,1,1,7,1,0,0,1,1
2686,89,2020-05-26,London,Test,Afghanistan,144,94,36,25,0,bowled,0.0,0,0,0,0,0,0,0,1,0
2687,72,2020-05-26,London,Test,Sri Lanka,146,91,36,26,0,bowled,0.0,0,0,0,0,1,0,0,1,0
2688,46,2020-05-26,London,Test,New Zealand,0,3,1,0,1,,4.0,29,1,0,12,1,0,0,0,1
2689,12,2020-05-26,London,Test,Bangladesh,110,62,27,18,0,bowled,5.7,25,1,1,12,0,0,0,1,0
2690,62,2020-05-26,London,Test,India,86,85,23,15,0,caught,0.0,0,0,0,0,0,0,0,1,0
2691,99,2020-05-26,London,Test,India,260,138,66,43,0,run out,0.0,0,0,0,0,0,0,0,1,0
2692,31,2020-05-26,London,Test,Australia,125,93,29,21,1,,0.0,0,0,0,0,0,0,0,1,0
2693,85,2020-05-26,London,Test,West Indies,71,36,18,12,0,caught,0.0,0,0,0,0,1,0,0,0,0
2694,22,2020-05-26,London,Test,Bangladesh,121,105,32,21,1,,4.1,45,3,0,11,0,0,0,1,0
2695,69,2020-05-26,London,Test,Bangladesh,115,67,30,21,0,run out,2.2,24,3,0,6,0,0,0,0,0
2696,76,2020-05-26,London,Test,India,0,0,0,0,0,,3.9,23,3,0,10,0,0,0,0,0
2697,45,2020-05-26,London,Test,New Zealand,7,6,2,2,0,bowled,0.0,0,0,0,0,1,0,0,0,0
2698,11,2020-05-26,London,Test,Australia,56,51,12,8,1,,0.0,0,0,0,0,0,0,0,1,0
2699,35,2020-05-26,London,Test,South Africa,0,5,2,1,0,lbw,0.0,0,0,0,0,1,0,0,1,0
2700,97,2020-05-26,London,Test,England,51,48,10,8,0,run out,8.1,61,2,0,16,1,1,0,0,0
2701,50,2020-05-26,London,Test,Pakistan,121,136,32,19,0,run out,4.3,17,1,1,8,0,0,0,1,0
2702,25,2020-05-26,London,Test,South Africa,229,121,58,37,0,bowled,0.0,0,0,0,0,1,0,0,0,0
2703,33,2020-05-26,London,Test,Australia,0,0,0,0,0,,6.1,49,3,0,19,1,1,0,0,0
2704,100,2020-05-26,London,Test,West Indies,13,8,5,3,0,lbw,0.0,0,0,0,0,0,0,0,0,0
2705,78,2020-05-26,London,Test,West Indies,79,46,19,13,0,run out,0.0,0,0,0,0,0,0,0,0,0
2706,10,2020-05-26,London,Test,India,0,5,2,0,0,caught,3.6,26,1,0,7,0,0,0,0,0
2707,52,2021-03-18,Melbourne,Test,England,103,63,24,19,1,,10.0,93,0,0,20,1,0,0,1,0
2708,7,2021-03-18,Melbourne,Test,England,0,2,1,1,0,caught,7.2,58,2,0,22,1,0,0,1,0
2709,43,2021-03-18,Melbourne,Test,Australia,110,84,26,17,0,lbw,0.0,0,0,0,0,0,0,0,0,0
2710,99,2021-03-18,Melbourne,Test,England,29,16,7,4,0,bowled,0.0,0,0,0,0,0,1,0,0,0
2711,51,2021-03-18,Melbourne,Test,New Zealand,150,118,39,27,0,run out,0.0,0,0,0,0,0,0,0,0,0
2712,31,2021-03-18,Melbourne,Test,New Zealand,198,106,50,34,1,,0.0,0,0,0,0,1,0,0,0,0
2713,6,2021-03-18,Melbourne,Test,Bangladesh,51,53,11,10,0,bowled,4.3,27,3,0,13,0,0,0,1,0
2714,96,2021-03-18,Melbourne,Test,Pakistan,89,64,23,13,0,caught,0.0,0,0,0,0,0,0,0,0,0
2715,93,2021-03-18,Melbourne,Test,Afghanistan,0,0,0,0,0,,3.8,20,5,0,12,1,0,0,1,0
2716,95,2021-03-18,Melbourne,Test,South Africa,108,60,27,17,1,,0.0,0,0,0,0,1,0,1,0,0
2717,56,2021-03-18,Melbourne,Test,New Zealand,197,105,50,31,0,caught,0.0,0,0,0,0,0,0,0,1,0
2718,2,2021-03-18,Melbourne,Test,West Indies,0,0,0,0,0,,5.7,36,4,0,15,0,0,0,0,0
2719,48,2021-03-18,Melbourne,Test,India,0,2,0,0,0,bowled,0.0,0,0,0,0,1,0,0,1,0
2720,94,2021-03-18,Melbourne,Test,India,0,2,0,1,0,bowled,0.0,0,0,0,0,0,0,0,0,0
2721,17,2021-03-18,Melbourne,Test,South Africa,214,147,54,37,1,,6.2,60,0,0,14,1,0,0,1,0
2722,68,2021-03-18,Melbourne,Test,India,0,0,0,0,0,,4.4,24,0,0,9,1,0,0,1,0
2723,83,2021-03-18,Melbourne,Test,Sri Lanka,90,85,22,15,0,lbw,0.0,0,0,0,0,0,0,0,0,0
2724,12,2021-03-18,Melbourne,Test,Bangladesh,24,28,5,2,0,bowled,7.9,88,1,0,16,0,0,0,0,0
2725,82,2021-03-18,Melbourne,Test,Australia,85,64,21,14,0,run out,0.0,0,0,0,0,0,0,0,1,0
2726,55,2021-03-18,Melbourne,Test,Bangladesh,115,90,29,21,0,run out,0.0,0,0,0,0,1,0,0,0,0
2727,35,2021-03-18,Melbourne,Test,Sri Lanka,30,19,5,5,0,caught,0.0,0,0,0,0,2,0,0,0,0
2728,89,2021-03-18,Melbourne,Test,Pakistan,86,48,21,14,0,bowled,0.0,0,0,0,0,1,0,1,1,1
2729,28,2022-06-04,London,T20,New Zealand,32,39,10,6,0,run out,0.0,0,0,0,0,2,0,0,0,0
2730,25,2022-06-04,London,T20,England,104,73,26,18,0,caught,0.0,0,0,0,0,1,0,0,1,0
2731,19,2022-06-04,London,T20,South Africa,44,33,10,7,0,lbw,6.3,41,2,0,15,0,0,0,1,0
2732,89,2022-06-04,London,T20,Afghanistan,25,14,4,5,0,lbw,0.0,0,0,0,0,0,0,0,1,0
2733,91,2022-06-04,London,T20,Sri Lanka,0,0,0,0,0,,5.3,29,6,0,18,1,0,0,0,1
2734,78,2022-06-04,London,T20,Sri Lanka,199,105,49,34,1,,0.0,0,0,0,0,1,0,0,1,0
2735,90,2022-06-04,London,T20,India,51,62,10,7,0,bowled,0.0,0,0,0,0,1,0,0,0,0
2736,62,2022-06-04,London,T20,West Indies,110,57,29,16,0,caught,0.0,0,0,0,0,1,0,0,1,0
2737,100,2022-06-04,London,T20,South Africa,86,64,20,12,1,,0.0,0,0,0,0,0,0,0,1,0
2738,88,2022-06-04,London,T20,Sri Lanka,222,141,53,38,0,bowled,0.0,0,0,0,0,0,0,0,1,0
2739,18,2022-06-04,London,T20,West Indies,0,0,0,0,0,,7.5,61,1,0,18,0,1,0,0,0
2740,27,2022-06-04,London,T20,Afghanistan,0,0,0,0,0,,2.8,16,2,0,6,1,0,0,1,0
2741,73,2022-06-04,London,T20,Australia,0,0,0,0,0,,5.4,40,2,0,18,0,0,0,1,0
2742,52,2022-06-04,London,T20,India,109,85,28,19,0,lbw,3.9,42,6,0,10,0,0,0,1,0
2743,38,2022-06-04,London,T20,India,15,14,5,0,0,lbw,0.0,0,0,0,0,1,0,0,1,0
2744,34,2022-06-04,London,T20,India,0,0,0,0,0,,7.9,66,1,0,26,0,0,0,1,0
2745,6,2022-06-04,London,T20,New Zealand,75,57,16,12,0,lbw,9.8,100,1,0,32,0,0,0,0,0
2746,24,2022-06-04,London,T20,Sri Lanka,0,0,0,0,0,,2.4,26,1,0,6,0,0,0,0,0
2747,72,2022-06-04,London,T20,Afghanistan,21,11,4,5,0,caught,0.0,0,0,0,0,0,0,0,0,0
2748,94,2022-06-04,London,T20,Afghanistan,68,49,15,9,0,lbw,0.0,0,0,0,0,1,0,0,0,0
2749,42,2022-06-04,London,T20,New Zealand,37,34,7,8,1,,0.0,0,0,0,0,0,0,0,0,1
2750,31,2022-06-04,London,T20,England,187,126,44,31,0,run out,0.0,0,0,0,0,1,0,0,1,0
2751,49,2021-03-31,Dubai,ODI,West Indies,0,0,0,0,0,,8.3,45,1,0,23,2,1,0,1,0
2752,13,2021-03-31,Dubai,ODI,England,0,0,0,0,0,,2.7,12,5,0,5,0,0,0,0,0
2753,17,2021-03-31,Dubai,ODI,England,224,121,57,36,0,lbw,5.3,32,0,0,17,1,0,0,1,0
2754,99,2021-03-31,Dubai,ODI,England,120,71,31,18,0,run out,0.0,0,0,0,0,1,1,0,0,0
2755,21,2021-03-31,Dubai,ODI,West Indies,87,59,22,13,0,run out,0.0,0,0,0,0,2,1,0,0,0
2756,92,2021-03-31,Dubai,ODI,Pakistan,143,121,33,23,1,,8.9,99,4,0,17,1,0,0,0,0
2757,71,2021-03-31,Dubai,ODI,Afghanistan,0,0,0,0,0,,6.5,38,2,0,17,0,0,0,1,0
2758,75,2021-03-31,Dubai,ODI,Sri Lanka,87,76,20,13,0,bowled,4.7,40,0,0,12,0,0,0,1,0
2759,91,2021-03-31,Dubai,ODI,South Africa,0,0,0,0,0,,6.3,46,2,0,18,1,0,0,0,0
2760,69,2021-03-31,Dubai,ODI,Bangladesh,132,137,34,21,0,run out,8.3,88,1,0,21,2,0,0,1,0
2761,84,2021-03-31,Dubai,ODI,West Indies,0,0,0,0,0,,3.1,18,2,0,6,0,1,0,0,0
2762,10,2021-03-31,Dubai,ODI,West Indies,135,88,34,23,0,lbw,5.4,62,1,0,12,0,0,0,0,0
2763,85,2021-03-31,Dubai,ODI,Sri Lanka,197,123,49,31,0,run out,0.0,0,0,0,0,0,0,0,0,0
2764,14,2021-03-31,Dubai,ODI,West Indies,81,91,22,15,1,,4.0,18,3,1,13,0,0,0,1,1
2765,43,2021-03-31,Dubai,ODI,India,113,89,27,20,0,run out,0.0,0,0,0,0,0,0,0,0,0
2766,79,2021-03-31,Dubai,ODI,Australia,178,91,44,30,0,lbw,0.0,0,0,0,0,0,0,1,1,0
2767,37,2021-03-31,Dubai,ODI,South Africa,158,109,37,25,0,lbw,0.0,0,0,0,0,0,1,0,0,0
2768,72,2021-03-31,Dubai,ODI,Sri Lanka,173,100,43,26,0,bowled,0.0,0,0,0,0,0,0,0,1,0
2769,44,2021-03-31,Dubai,ODI,South Africa,0,0,0,0,0,,7.2,85,1,0,25,0,0,0,0,0
2770,30,2021-03-31,Dubai,ODI,India,112,83,27,16,0,lbw,0.0,0,0,0,0,0,0,0,1,0
2771,33,2021-03-31,Dubai,ODI,India,0,0,0,0,0,,5.2,31,4,0,13,1,0,0,0,0
2772,3,2021-03-31,Dubai,ODI,West Indies,232,126,57,40,0,lbw,0.0,0,0,0,0,3,0,0,0,1
2773,61,2023-07-30,Delhi,Test,Sri Lanka,0,0,0,0,0,,4.2,49,4,0,9,1,0,0,1,0
2774,77,2023-07-30,Delhi,Test,Afghanistan,0,0,0,0,0,,7.5,54,3,0,17,1,0,0,0,0
2775,63,2023-07-30,Delhi,Test,Bangladesh,30,35,8,4,0,lbw,0.0,0,0,0,0,1,0,0,0,0
2776,74,2023-07-30,Delhi,Test,India,0,4,0,2,1,,0.0,0,0,0,0,0,0,0,1,0
2777,98,2023-07-30,Delhi,Test,South Africa,213,144,53,35,0,caught,0.0,0,0,0,0,0,0,0,0,1
2778,18,2023-07-30,Delhi,Test,Afghanistan,0,0,0,0,0,,10.0,55,4,0,18,1,0,0,1,0
2779,35,2023-07-30,Delhi,Test,Australia,119,140,30,19,0,run out,0.0,0,0,0,0,3,0,0,0,0
2780,44,2023-07-30,Delhi,Test,New Zealand,0,0,0,0,0,,6.9,77,2,0,14,0,0,0,1,0
2781,20,2023-07-30,Delhi,Test,Afghanistan,110,123,29,20,0,caught,0.0,0,0,0,0,0,1,0,0,0
2782,72,2023-07-30,Delhi,Test,South Africa,14,8,4,3,0,lbw,0.0,0,0,0,0,1,0,0,1,0
2783,94,2023-07-30,Delhi,Test,Afghanistan,12,14,1,3,1,,0.0,0,0,0,0,1,0,0,0,0
2784,15,2023-07-30,Delhi,Test,South Africa,70,50,17,12,0,run out,0.0,0,0,0,0,0,0,0,1,0
2785,27,2023-07-30,Delhi,Test,Afghanistan,0,0,0,0,0,,4.7,46,2,0,12,0,0,0,1,0
2786,47,2023-07-30,Delhi,Test,Australia,71,36,19,10,0,bowled,0.0,0,0,0,0,0,0,0,0,0
2787,50,2023-07-30,Delhi,Test,Afghanistan,149,143,38,26,0,caught,7.3,58,3,0,15,0,0,0,0,0
2788,79,2023-07-30,Delhi,Test,England,49,55,11,6,0,bowled,0.0,0,0,0,0,0,0,0,1,0
2789,90,2023-07-30,Delhi,Test,Afghanistan,71,62,16,12,0,bowled,0.0,0,0,0,0,2,0,0,0,0
2790,68,2023-07-30,Delhi,Test,West Indies,0,0,0,0,0,,4.3,44,1,0,9,1,1,0,0,0
2791,2,2023-07-30,Delhi,Test,Bangladesh,0,0,0,0,0,,7.2,52,0,0,24,0,0,0,1,0
2792,39,2023-07-30,Delhi,Test,Australia,149,121,39,23,0,lbw,0.0,0,0,0,0,0,0,0,0,0
2793,41,2023-07-30,Delhi,Test,Bangladesh,68,37,16,13,0,lbw,0.0,0,0,0,0,0,0,0,0,0
2794,6,2023-07-30,Delhi,Test,Pakistan,52,38,13,6,0,caught,9.2,66,3,0,23,2,0,0,1,0
2795,72,2022-10-08,Dubai,T20,Australia,36,27,9,5,0,run out,0.0,0,0,0,0,1,1,0,1,0
2796,75,2022-10-08,Dubai,T20,Bangladesh,162,130,39,29,0,bowled,5.9,65,2,0,10,0,0,0,1,0
2797,39,2022-10-08,Dubai,T20,India,0,5,2,0,0,run out,0.0,0,0,0,0,0,0,0,1,0
2798,48,2022-10-08,Dubai,T20,India,143,122,36,21,0,run out,0.0,0,0,0,0,0,0,0,0,0
2799,66,2022-10-08,Dubai,T20,England,0,0,0,0,0,,3.2,34,3,0,7,1,0,0,1,0
2800,78,2022-10-08,Dubai,T20,West Indies,53,46,15,6,0,caught,0.0,0,0,0,0,1,0,0,0,0
2801,92,2022-10-08,Dubai,T20,Pakistan,13,16,2,2,0,bowled,4.5,41,2,0,12,1,0,0,1,0
2802,81,2022-10-08,Dubai,T20,Sri Lanka,36,26,10,5,0,caught,0.0,0,0,0,0,0,0,1,1,0
2803,50,2022-10-08,Dubai,T20,Pakistan,118,128,31,18,0,caught,3.7,30,2,0,8,1,0,0,1,0
2804,22,2022-10-08,Dubai,T20,South Africa,227,132,57,37,0,bowled,7.9,42,2,0,20,0,0,0,0,0
2805,52,2022-10-08,Dubai,T20,Australia,219,133,52,38,0,bowled,5.2,24,2,1,10,0,0,0,0,0
2806,71,2022-10-08,Dubai,T20,Sri Lanka,0,0,0,0,0,,8.8,40,2,1,17,0,0,0,1,0
2807,27,2022-10-08,Dubai,T20,England,0,0,0,0,0,,6.7,53,1,0,15,0,0,0,0,0
2808,65,2022-10-08,Dubai,T20,Pakistan,28,25,6,3,0,bowled,0.0,0,0,0,0,0,0,0,0,0
2809,34,2022-10-08,Dubai,T20,Bangladesh,0,0,0,0,0,,2.0,16,1,0,6,0,0,0,1,0
2810,89,2022-10-08,Dubai,T20,England,163,91,38,26,0,run out,0.0,0,0,0,0,0,0,0,1,0
2811,96,2022-10-08,Dubai,T20,Sri Lanka,93,79,22,15,0,lbw,0.0,0,0,0,0,0,0,0,0,0
2812,57,2022-10-08,Dubai,T20,India,53,36,13,6,0,caught,0.0,0,0,0,0,0,0,0,0,0
2813,53,2022-10-08,Dubai,T20,Pakistan,0,0,0,0,0,,6.5,59,3,0,13,0,1,0,1,0
2814,88,2022-10-08,Dubai,T20,England,135,87,35,22,0,caught,0.0,0,0,0,0,0,0,0,0,0
2815,68,2022-10-08,Dubai,T20,Sri Lanka,0,0,0,0,0,,7.0,38,1,0,21,0,0,0,0,0
2816,3,2022-10-08,Dubai,T20,Pakistan,37,34,10,5,0,caught,0.0,0,0,0,0,1,0,1,0,0
2817,83,2023-12-15,Cape Town,ODI,Afghanistan,77,93,21,14,0,lbw,0.0,0,0,0,0,1,0,0,0,0
2818,21,2023-12-15,Cape Town,ODI,Australia,46,27,10,9,1,,0.0,0,0,0,0,0,0,0,0,0
2819,30,2023-12-15,Cape Town,ODI,West Indies,91,67,20,13,0,caught,0.0,0,0,0,0,1,0,0,1,0
2820,98,2023-12-15,Cape Town,ODI,New Zealand,102,88,26,19,0,lbw,0.0,0,0,0,0,0,0,1,0,0
2821,23,2023-12-15,Cape Town,ODI,India,79,71,20,13,0,lbw,0.0,0,0,0,0,0,0,0,1,0
2822,39,2023-12-15,Cape Town,ODI,South Africa,108,81,27,18,0,caught,0.0,0,0,0,0,0,0,0,0,0
2823,12,2023-12-15,Cape Town,ODI,India,85,54,23,14,1,,3.3,14,0,0,7,0,0,0,0,0
2824,49,2023-12-15,Cape Town,ODI,England,0,0,0,0,0,,3.9,17,2,0,7,2,0,0,0,0
2825,48,2023-12-15,Cape Town,ODI,West Indies,151,79,39,27,0,run out,0.0,0,0,0,0,1,0,0,1,0
2826,9,2023-12-15,Cape Town,ODI,India,97,72,26,14,0,run out,0.0,0,0,0,0,1,0,0,1,0
2827,71,2023-12-15,Cape Town,ODI,South Africa,0,0,0,0,0,,3.7,14,4,0,7,0,0,0,0,0
2828,45,2023-12-15,Cape Town,ODI,West Indies,193,98,47,32,1,,0.0,0,0,0,0,1,0,0,1,0
2829,81,2023-12-15,Cape Town,ODI,New Zealand,54,67,14,8,0,bowled,0.0,0,0,0,0,0,1,0,0,0
2830,33,2023-12-15,Cape Town,ODI,India,0,0,0,0,0,,2.9,29,3,0,6,0,0,0,1,0
2831,69,2023-12-15,Cape Town,ODI,Pakistan,91,54,23,14,0,lbw,5.2,34,1,0,12,1,1,0,1,0
2832,32,2023-12-15,Cape Town,ODI,England,49,55,10,10,0,run out,0.0,0,0,0,0,0,0,1,1,0
2833,75,2023-12-15,Cape Town,ODI,Pakistan,117,102,27,17,0,lbw,6.6,65,0,0,19,1,0,0,0,0
2834,56,2023-12-15,Cape Town,ODI,Australia,205,115,53,34,0,run out,0.0,0,0,0,0,0,0,0,1,0
2835,50,2023-12-15,Cape Town,ODI,Pakistan,93,59,21,14,0,lbw,6.6,41,2,0,13,0,1,0,1,0
2836,4,2023-12-15,Cape Town,ODI,New Zealand,0,0,0,0,0,,7.5,44,1,0,19,1,1,0,0,0
2837,60,2023-12-15,Cape Town,ODI,South Africa,36,21,7,7,0,run out,6.1,65,2,0,11,0,0,0,1,0
2838,27,2023-12-15,Cape Town,ODI,South Africa,0,0,0,0,0,,4.2,49,2,0,14,0,0,0,1,0
2839,36,2020-05-15,Kolkata,ODI,Pakistan,170,96,44,28,1,,0.0,0,0,0,0,0,0,0,1,1
2840,49,2020-05-15,Kolkata,ODI,West Indies,0,0,0,0,0,,9.4,105,0,0,21,0,0,0,1,0
2841,94,2020-05-15,Kolkata,ODI,Australia,0,2,1,0,1,,0.0,0,0,0,0,0,0,0,1,0
2842,95,2020-05-15,Kolkata,ODI,New Zealand,236,141,60,39,0,bowled,0.0,0,0,0,0,0,0,0,1,0
2843,90,2020-05-15,Kolkata,ODI,Australia,207,128,53,35,0,bowled,0.0,0,0,0,0,0,0,0,1,0
2844,11,2020-05-15,Kolkata,ODI,Pakistan,130,76,32,21,0,run out,0.0,0,0,0,0,0,0,0,1,0
2845,48,2020-05-15,Kolkata,ODI,Australia,123,144,31,19,0,bowled,0.0,0,0,0,0,0,0,0,0,0
2846,88,2020-05-15,Kolkata,ODI,Bangladesh,17,17,4,0,0,caught,0.0,0,0,0,0,2,1,1,1,0
2847,62,2020-05-15,Kolkata,ODI,England,150,140,36,24,0,lbw,0.0,0,0,0,0,0,0,0,1,0
2848,38,2020-05-15,Kolkata,ODI,Pakistan,129,146,34,19,1,,0.0,0,0,0,0,1,0,1,1,1
2849,75,2020-05-15,Kolkata,ODI,South Africa,0,3,0,0,0,caught,4.6,30,2,0,11,0,1,0,0,0
2850,26,2020-05-15,Kolkata,ODI,South Africa,137,140,34,22,1,,0.0,0,0,0,0,1,0,1,1,0
2851,20,2020-05-15,Kolkata,ODI,India,70,42,15,9,1,,0.0,0,0,0,0,0,0,0,1,0
2852,46,2020-05-15,Kolkata,ODI,South Africa,0,5,0,1,0,bowled,3.6,36,2,0,12,0,0,0,1,0
2853,12,2020-05-15,Kolkata,ODI,Australia,124,71,33,21,0,caught,8.3,99,6,0,25,0,0,0,0,0
2854,15,2020-05-15,Kolkata,ODI,South Africa,56,60,16,11,0,lbw,0.0,0,0,0,0,0,0,0,0,0
2855,34,2020-05-15,Kolkata,ODI,New Zealand,0,0,0,0,0,,6.8,49,1,0,20,1,0,0,0,0
2856,76,2020-05-15,Kolkata,ODI,New Zealand,0,0,0,0,0,,3.3,24,3,0,7,1,0,0,1,1
2857,59,2020-05-15,Kolkata,ODI,Pakistan,107,102,28,16,1,,0.0,0,0,0,0,0,0,0,1,0
2858,68,2020-05-15,Kolkata,ODI,Sri Lanka,0,0,0,0,0,,7.7,76,3,0,19,0,0,0,0,0
2859,67,2020-05-15,Kolkata,ODI,West Indies,112,61,27,18,0,lbw,7.1,56,5,0,25,0,0,0,1,0
2860,60,2020-05-15,Kolkata,ODI,Afghanistan,137,76,35,24,0,run out,5.5,24,5,1,18,0,0,0,1,0
